True,Diesel Generator 1,Diesel Generator 2,Diesel Generator 3,Diesel Generator 1: At Sea Mechanical Loading,Diesel Generator 1: At Sea Electrical Loading,Diesel Generator 2: At Sea Mechanical Loading,Diesel Generator 2: At Sea Electrical Loading,Diesel Generator 3: At Sea Mechanical Loading,Diesel Generator 3: At Sea Electrical Loading,Diesel Generator 1: Harbor Mechanical Loading,Diesel Generator 1: Harbor Electrical Loading,Diesel Generator 2: Harbor Mechanical Loading,Diesel Generator 2: Harbor Electrical Loading,Diesel Generator 3: Harbor Mechanical Loading,Diesel Generator 3: Harbor Electrical Loading,Diesel Generator 1: Dock Mechanical Loading,Diesel Generator 1: Dock Electrical Loading,Diesel Generator 2: Dock Mechanical Loading,Diesel Generator 2: Dock Electrical Loading,Diesel Generator 3: Dock Mechanical Loading,Diesel Generator 3: Dock Electrical Loading,At Sea Fuel Burn Rate,Harbor Fuel Burn Rate,Dock Fuel Burn Rate,Iteration Time
0,1000.00000001,500.0,100.0,0.0,666.6662814099489,0.0,333.33371859005086,0.0,2.573866480734023e-13,0.0,38.784179403667004,0.0,461.21582059633295,0.0,2.9938218995965622e-21,0.0,1.8544083287928946e-16,0.0,5.00000000000012,0.0,94.99999999999989,0.16424884448685395,0.01795156483242605,0.002398081029038623,72.78642964363098
1,1000.0,500.00000001,100.0,0.0,666.6662814099489,0.0,333.33371859005086,0.0,2.573866480734023e-13,0.0,38.784179403667004,0.0,461.21582059633295,0.0,2.9938218995965622e-21,0.0,1.8544083287928946e-16,0.0,5.00000000000012,0.0,94.99999999999989,0.16424884448685395,0.01795156483227687,0.0023980810290386637,3.2074246406555176
2,1000.0,500.0,100.00000001,0.0,666.6662814099489,0.0,333.33371859005086,0.0,2.573866480734023e-13,0.0,38.784179403667004,0.0,461.21582059633295,0.0,2.9938218995965622e-21,0.0,1.8544083287928946e-16,0.0,5.00000000000012,0.0,94.99999999999989,0.1642488444867497,0.01795156483242516,0.002398081028919416,2.6987860202789307
3,999.3625407993816,500.266898178141,100.72278013949746,0.0,666.6662814099489,0.0,333.33371859005086,0.0,2.573866480734023e-13,0.0,38.784179403667004,0.0,461.21582059633295,0.0,2.9938218995965622e-21,0.0,1.8544083287928946e-16,0.0,5.00000000000012,0.0,94.99999999999989,0.16424501063210767,0.017947557192973144,0.0023893595310125002,2.71075177192688
4,999.3625408093816,500.266898178141,100.72278013949746,0.0,666.6662814099489,0.0,333.33371859005086,0.0,2.573866480734023e-13,0.0,38.784179403667004,0.0,461.21582059633295,0.0,2.9938218995965622e-21,0.0,3.569841060426278e-22,0.0,4.31335886747743,0.0,95.68664113252257,0.16424501063221125,0.017947557192974032,0.0023893595310125002,10.960695505142212
5,999.3625407993816,500.266898188141,100.72278013949746,0.0,666.6662814099489,0.0,333.33371859005086,0.0,2.573866480734023e-13,0.0,38.784179403667004,0.0,461.21582059633295,0.0,2.9938218995965622e-21,0.0,3.569841060426278e-22,0.0,4.31335886747743,0.0,95.68664113252257,0.16424501063221253,0.017947557192825366,0.0023893595310125306,2.860351800918579
6,999.3625407993816,500.266898178141,100.72278014949745,0.0,666.6662814099489,0.0,333.33371859005086,0.0,2.573866480734023e-13,0.0,38.784179403667004,0.0,461.21582059633295,0.0,2.9938218995965622e-21,0.0,3.569841060426278e-22,0.0,4.31335886747743,0.0,95.68664113252257,0.16424501063210767,0.017947557192973144,0.0023893595308932935,2.763617753982544
7,996.8127039969079,501.33449089070484,103.61390069748728,0.0,666.6662814099489,0.0,333.33371859005086,0.0,2.573866480734023e-13,0.0,38.784179403667004,0.0,461.21582059633295,0.0,2.9938218995965622e-21,0.0,3.569841060426278e-22,0.0,4.31335886747743,0.0,95.68664113252257,0.1642302665742311,0.017931349955249476,0.0023536979482319705,2.731689691543579
8,996.8127040069079,501.33449089070484,103.61390069748728,0.0,666.6662814099489,0.0,333.33371859005086,0.0,2.573866480734023e-13,0.0,36.43179562786705,0.0,463.568204372133,0.0,-7.842722015522306e-20,0.0,3.569841053523745e-22,0.0,1.566794337387946,0.0,98.43320566261207,0.1642302665743319,0.017931349955250267,0.0023536979482319705,23.882709980010986
9,996.8127039969079,501.33449090070485,103.61390069748728,0.0,666.6662814099489,0.0,333.33371859005086,0.0,2.573866480734023e-13,0.0,36.43179562786705,0.0,463.568204372133,0.0,-7.842722015522306e-20,0.0,3.569841053523745e-22,0.0,1.566794337387946,0.0,98.43320566261207,0.16423026657433817,0.01793134995509881,0.0023536979482319744,3.0328786373138428
10,996.8127039969079,501.33449089070484,103.61390070748728,0.0,666.6662814099489,0.0,333.33371859005086,0.0,2.573866480734023e-13,0.0,36.43179562786705,0.0,463.568204372133,0.0,-7.842722015522306e-20,0.0,3.569841053523745e-22,0.0,1.566794337387946,0.0,98.43320566261207,0.1642302665742311,0.017931349955249476,0.0023536979481127637,2.837400197982788
11,986.6133567870132,505.6048617409604,115.17838292944656,0.0,666.6662814099489,0.0,333.33371859005086,0.0,2.573866480734023e-13,0.0,36.43179562786705,0.0,463.568204372133,0.0,-7.842722015522306e-20,0.0,3.569841053523745e-22,0.0,1.566794337387946,0.0,98.43320566261207,0.1641699066671553,0.017864662780130026,0.0022440570067676804,2.8354201316833496
12,986.6133567970132,505.6048617409604,115.17838292944656,0.0,661.1721688380695,0.0,338.8278311619305,0.0,-7.683904355892077e-18,0.0,28.724546108947845,0.0,471.27545389105217,0.0,-2.135234974325478e-18,0.0,6.557404185242096e-17,0.0,3.0818370078122825e-10,0.0,99.99999999969181,0.1641699066672539,0.017864662780130533,0.0022440570067676804,29.72652506828308
13,986.6133567870132,505.6048617509604,115.17838292944656,0.0,661.1721688380695,0.0,338.8278311619305,0.0,-7.683904355892077e-18,0.0,28.724546108947845,0.0,471.27545389105217,0.0,-2.135234974325478e-18,0.0,6.557404185242096e-17,0.0,3.0818370078122825e-10,0.0,99.99999999969181,0.1641699066672539,0.017864662779971337,0.0022440570067676804,2.814471483230591
