True,Diesel Generator 1,Diesel Generator 2,Diesel Generator 3,Diesel Generator 1: At Sea Mechanical Loading,Diesel Generator 1: At Sea Electrical Loading,Diesel Generator 2: At Sea Mechanical Loading,Diesel Generator 2: At Sea Electrical Loading,Diesel Generator 3: At Sea Mechanical Loading,Diesel Generator 3: At Sea Electrical Loading,Diesel Generator 1: Harbor Mechanical Loading,Diesel Generator 1: Harbor Electrical Loading,Diesel Generator 2: Harbor Mechanical Loading,Diesel Generator 2: Harbor Electrical Loading,Diesel Generator 3: Harbor Mechanical Loading,Diesel Generator 3: Harbor Electrical Loading,Diesel Generator 1: Dock Mechanical Loading,Diesel Generator 1: Dock Electrical Loading,Diesel Generator 2: Dock Mechanical Loading,Diesel Generator 2: Dock Electrical Loading,Diesel Generator 3: Dock Mechanical Loading,Diesel Generator 3: Dock Electrical Loading,At Sea Fuel Burn Rate,Harbor Fuel Burn Rate,Dock Fuel Burn Rate,Iteration Time
0,1500.0000000149012,1000.0,500.0,0.0,-1.029709719807781e-12,0.0,666.6669965566272,0.0,333.3330034433739,0.0,-7.476680641646045e-15,0.0,38.78523089263489,0.0,461.21476910736516,0.0,-8.73591514823914e-14,0.0,-1.032704744049535e-13,0.0,100.00000000000018,0.1642488444867352,0.017951564832512864,0.0029637588985438434,91.23608422279358
1,1500.0,1000.0000000149012,500.0,0.0,-1.0295488370990883e-12,0.0,666.6669965566272,0.0,333.3330034433739,0.0,-7.476680641646045e-15,0.0,38.78523089263489,0.0,461.21476910736516,0.0,-8.73591514823914e-14,0.0,-1.032704744049535e-13,0.0,100.00000000000018,0.16424884448689064,0.01795156483251419,0.0029637588985438434,11.2160165309906
2,1500.0,1000.0,500.00000001490116,0.0,-5.9278620265293036e-21,0.0,666.6669965566266,0.0,333.3330034433734,0.0,-7.476680641646045e-15,0.0,38.78523089263489,0.0,461.21476910736516,0.0,-8.73591514823914e-14,0.0,-1.032704744049535e-13,0.0,100.00000000000018,0.1642488444868907,0.01795156483229189,0.0029637588985617458,3.0099849700927734
